Date,Open,High,Low,Close,Change_percentage,Shares_traded,Turnover_in_crore
14-Mar-24,11004,11310.2,10956.8,11281.85,2.52%,125215818,6514.63
15-Mar-24,11202.55,11269.5,10770.15,11058.8,-1.28%,294732866,11249.18
18-Mar-24,11055.55,11152.6,11004.8,11103.15,0.43%,77474650,3676.59
19-Mar-24,11061.45,11076.05,10867.45,10915.15,-1.32%,110728851,4310.36
20-Mar-24,10953.5,11067.2,10882.2,11055.85,0.93%,80384388,3593.48
21-Mar-24,11147.65,11232.7,11125.85,11201.75,0.49%,90004606,4348.52
22-Mar-24,11214.7,11293,11141.15,11223,0.07%,90764655,5352.81
26-Mar-24,11167.6,11345.2,11135.85,11304.55,1.23%,98295156,4552.13
27-Mar-24,11361.9,11519.9,11341.25,11365.75,0.03%,115093178,5709.08
28-Mar-24,11408.75,11541.4,11384.8,11440.9,0.28%,98238599,6265.78
01-Apr-24,11492.8,11564.3,11479.65,11500.3,0.07%,67156364,2907.72
02-Apr-24,11524.4,11664.95,11513.7,11649.7,1.09%,109963603,4703.41
03-Apr-24,11649.9,11747.6,11620.25,11654.5,0.04%,134622917,5209.71
04-Apr-24,11724.95,11728.4,11429.75,11494.8,-1.96%,102567982,5281.05
05-Apr-24,11466.2,11538,11371.35,11503.65,0.33%,109954168,4894.51
08-Apr-24,11545.1,11705.15,11543.3,11670.5,1.09%,121764628,4671.95
09-Apr-24,11709,11717.6,11573.15,11618.7,-0.77%,118406336,4113.14
10-Apr-24,11649.3,11858.65,11644.7,11793.05,1.23%,158264553,6363.91
12-Apr-24,11787.75,11818.75,11629.45,11647.75,-1.19%,139212887,6242.45
15-Apr-24,11545.35,11839.35,11426.15,11695.15,1.3%,223576282,8614.25
16-Apr-24,11620.2,11888.8,11584.6,11765.3,1.25%,191637374,7225.93
18-Apr-24,11858.55,11996.65,11600,11635.3,-1.88%,162438955,7750.82
19-Apr-24,11544.55,11667.6,11446.85,11609.85,0.57%,137740498,6302.53
22-Apr-24,11682.45,11695.9,11612.3,11666.9,-0.13%,143474733,5767.85
23-Apr-24,11715.2,11755,11564.4,11581.55,-1.14%,105334490,5169.93
24-Apr-24,11638.35,11709.85,11588.65,11658.6,0.17%,113750289,5014.22
25-Apr-24,11640.75,11767.15,11629.85,11741.9,0.87%,84218329,4825.24
26-Apr-24,11774,11862.75,11740.35,11785.15,0.09%,82959935,4023.13
29-Apr-24,11830.7,11932.5,11814.4,11899.05,0.58%,103794574,4436.78
30-Apr-24,11959.25,12020.9,11811.55,11826.5,-1.11%,143341931,5504.9
02-May-24,11892.15,11966.5,11811.6,11925,0.28%,178263395,7770.04
03-May-24,11993.85,12035,11698.3,11807.65,-1.55%,123405128,6011.4
06-May-24,11866.4,11874.4,11544.6,11601.2,-2.23%,108100313,4207.81
07-May-24,11661.4,11677.2,11352.8,11383.1,-2.39%,130208372,6213.19
08-May-24,11396.75,11669.5,11373.85,11577.05,1.58%,114110835,4897.73
09-May-24,11585.2,11606.65,11180.35,11212.35,-3.22%,110444597,4992.94
10-May-24,11309.7,11379.45,11181.25,11348.7,0.34%,109176811,5214.47
13-May-24,11374.25,11384.75,11048.25,11263.9,-0.97%,91660713,4008.03
14-May-24,11289.65,11457.4,11260.15,11439.2,1.32%,77013896,3430.32
15-May-24,11485.95,11552.9,11453,11507.25,0.19%,69454076,3008.18
16-May-24,11577.15,11607.2,11412.8,11533,-0.38%,128521746,5959.98
