Date,Open,High,Low,Close,Change_percentage,Shares_traded,Turnover_in_crore
13-Apr-21,26737.7,26759.2,25513.4,25851.3,-3.32%,62448168,8082.04
15-Apr-21,25577,26084.15,25293.3,26010.85,1.7%,73991194,8615.36
16-Apr-21,26183.45,26476.65,26131.2,26324.9,0.54%,134399907,9255.35
19-Apr-21,26012.4,26524.65,25875.9,26236.9,0.86%,74233445,6903.33
20-Apr-21,26495.6,26496.5,25736.45,25877.6,-2.33%,45883460,4978.81
22-Apr-21,25902.6,26055,25718.6,25826.7,-0.29%,64034460,5194.39
23-Apr-21,25746.45,25926.05,25531.95,25609.1,-0.53%,34728218,3627.41
26-Apr-21,25633.1,25887.1,25521.2,25680.3,0.18%,46280498,5070.53
27-Apr-21,25737.2,25871.45,25686.95,25815.75,0.31%,30946938,3333.59
28-Apr-21,25952.65,25992.5,25781.15,25962.1,0.04%,28351950,3163.75
29-Apr-21,26162.2,26162.2,25827.15,25874.3,-1.1%,27893383,3138.41
30-Apr-21,25777.75,26154.3,25593.9,25664.45,-0.44%,56502891,5318.49
03-May-21,25544.85,25785.6,25427.9,25676.05,0.51%,26285477,2769.6
04-May-21,25783.2,25801.25,25398.95,25489,-1.14%,26912368,3031.06
05-May-21,25670.55,25857.65,25564.6,25786.95,0.45%,25181933,2697.73
06-May-21,25868.25,26387.65,25639.6,26258.7,1.51%,53487823,6744.77
07-May-21,26378.8,26454.1,26180.25,26269.45,-0.41%,32676536,4219.22
10-May-21,26340.6,26390.8,26106.35,26273.45,-0.25%,32522417,4244.57
11-May-21,26098.9,26146.5,25968.1,26106.7,0.03%,26237514,3784.42
12-May-21,26105.2,26105.2,25728.45,25855.45,-0.96%,24614235,3029.75
14-May-21,25896.2,25901.2,25461.95,25588.2,-1.19%,23038339,2794.84
17-May-21,25650.45,25770.5,25499.45,25703.55,0.21%,26460562,3480.07
18-May-21,25898.9,26094.1,25840.55,25958.25,0.23%,28299869,3531.09
19-May-21,25949.55,26262.7,25869.65,25982.8,0.13%,25688917,3870.72
20-May-21,26075.4,26118.25,25821.55,25894.45,-0.69%,22202793,3014.93
21-May-21,26012.85,26154,25936.6,26105.3,0.36%,20573324,2773.91
24-May-21,26150.6,26298.55,26095.4,26144.2,-0.02%,21461869,2586.38
25-May-21,26275.45,26550.55,26241.15,26393.9,0.45%,24306425,2956.01
26-May-21,26450.7,26905.75,26380.5,26857.3,1.54%,27973435,3641.07
27-May-21,26921.8,27350.25,26916.85,27164.8,0.9%,73540052,9149.88
28-May-21,27238.1,27278.7,27041.9,27122.8,-0.42%,21385663,3004.98
31-May-21,27144.1,27203.9,26886.8,27115.05,-0.11%,19986845,2687.03
03-Jan-22,38752.6,39286.35,38752.55,39123.8,0.96%,16722651,3555.09
04-Jan-22,39243.5,39446.7,38828.6,39370.7,0.32%,19905044,4270.48
05-Jan-22,39261.55,39293.15,38409.25,38609.15,-1.66%,25217218,4819.02
06-Jan-22,38181.35,38206.6,37757.2,38009,-0.45%,25870802,4870.01
07-Jan-22,38140.15,38394.8,38003.15,38139.85,0%,21588731,4076.66
10-Jan-22,38596.75,38621.9,37991.3,38212.2,-1%,32778390,5793.13
11-Jan-22,38186.95,38664.4,38138,38605.4,1.1%,26597848,4850.15
12-Jan-22,38857.75,38902.8,38424.75,38604.75,-0.65%,28076329,4796.25
13-Jan-22,38768.85,38886.85,38151.05,38607,-0.42%,61243926,9447.91
14-Jan-22,38351.35,38892.65,38049.6,38826.85,1.24%,35683887,6496.67
17-Jan-22,38764.65,38993.25,38486.35,38804.95,0.1%,35419922,5920.19
18-Jan-22,38830.15,38990.55,38004.25,38091.75,-1.9%,28094671,4913.99
19-Jan-22,38011.9,38011.9,37236.15,37281.7,-1.92%,32675868,6194.99
20-Jan-22,37175,37249.05,36512.5,36662.2,-1.38%,31974445,6643.95
21-Jan-22,36354.3,36579.65,35836.65,36054.55,-0.82%,34527482,6138.82
24-Jan-22,35934.2,35969.85,34563.2,34821.6,-3.1%,36412977,5991.49
25-Jan-22,34490.35,35065.8,33956.55,34707.45,0.63%,41906057,6329.47
27-Jan-22,34338.1,34362.85,33251.7,33475.05,-2.51%,49317844,7953.66
28-Jan-22,33608.45,34473.5,33608.45,33851.95,0.72%,48308300,7714.81
31-Jan-22,34519.3,34972.25,34440.3,34824.55,0.88%,40360163,6465.1
01-Feb-22,35337.95,35435.5,34754.35,35371.65,0.1%,29796600,4686.39
02-Feb-22,35556.5,35845.3,35278.55,35788.75,0.65%,32369451,5007.62
03-Feb-22,35656.85,35693.4,34962.45,35056.8,-1.68%,21174680,3436
04-Feb-22,34982.7,35194.6,34539.9,35080.1,0.28%,21645730,3641.37
07-Feb-22,34898,35148,34372.95,34621.2,-0.79%,21634597,3290.64
08-Feb-22,34687.85,34862.1,34189.65,34521.55,-0.48%,22720235,3827.64
